Feature,Sensitivity_Hz_per_percent,Intercept_Hz,R2,NoiseFloor_Hz,LOD_percent
R_peak,-624.178984864155,10013789.6862571,0.271093605349242,90.5512885473087,0.435217897797454
X1_peak,-1009.78675949693,10011496.060233,0.329875527279842,145.159374712546,0.431257510600147
B_peak,-1016.84765656147,10010868.9518507,0.337778742542252,150.019725999795,0.442602365354597
