PC,Explained_percent,Cumulative_percent
1,83.4224323054342,83.4224323054342
2,15.1818480320896,98.6042803375238
3,1.31783735889597,99.9221176964198
4,0.0679975396508157,99.9901152360706
5,0.00939210937645678,99.9995073454471
6,0.00029271378379679,99.9998000592309
7,0.000191112212537476,99.9999911714434
8,8.82855657319047e-06,100
